run_id,phase,train_variant,eta0,lambda,epoch,validation_relative_regret,validation_edge_f1,validation_exact_match,is_new_prefix_best,prefix_best_epoch,prefix_best_relative_regret,stale_evaluations,early_stop_here,current_q_min,current_q_max,q_boundary_pct,event_has_nonfinite,current_q_at_max,current_q_at_min,epoch_ms,event_nonfinite_fields,logged_best_marker,prefix_best_edge_f1,prefix_best_exact_match,projected_edges,q_boundary_count,selection_loss,update_status,validation_edge_jaccard
conv_full_eta1e4,convergence_full,all,0.0001,100000,54,0.06508264,0.673282,0.366658,True,54,0.06508264,1,False,0.162074,1.512869,0.0,False,0,0,3628.964,,True,0.673282,0.366658,0,0,0.065082642992,applied,0.598834
conv_full_eta1e4,convergence_full,all,0.0001,100000,59,0.06487246,0.674374,0.367542,True,59,0.06487246,0,False,0.142123,1.522442,0.0,False,0,0,3649.946,,True,0.674374,0.367542,0,0,0.064872461244,applied,0.599982
conv_full_eta1e4,convergence_full,all,0.0001,100000,64,0.06449283,0.675109,0.367921,True,64,0.06449283,0,False,0.113346,1.534373,0.0,False,0,0,3684.461,,True,0.675109,0.367921,0,0,0.064492834798,applied,0.600681
conv_full_eta1e4,convergence_full,all,0.0001,100000,69,0.06440533,0.675334,0.36827,True,69,0.06440533,0,False,0.103768,1.545743,0.0,False,0,0,3643.771,,True,0.675334,0.36827,1,0,0.064405334873,applied,0.600881
conv_full_eta1e4,convergence_full,all,0.0001,100000,74,0.06436593,0.676089,0.369603,True,74,0.06436593,0,False,0.1,1.556687,0.0013858861355950994,False,0,1,3608.568,,True,0.676089,0.369603,1,1,0.064365934987,applied,0.601885
conv_full_eta1e4,convergence_full,all,0.0001,100000,79,0.06404731,0.676388,0.36944,True,79,0.06404731,0,False,0.1,1.565422,0.002771772271190199,False,0,2,3615.926,,True,0.676388,0.36944,2,2,0.064047306714,applied,0.602087
conv_full_eta1e4,convergence_full,all,0.0001,100000,84,0.0639438,0.679087,0.372796,True,84,0.0639438,0,False,0.1,1.572072,0.002771772271190199,False,0,2,3909.772,,True,0.679087,0.372796,2,2,0.063943795923,applied,0.605362
conv_full_eta1e4,convergence_full,all,0.0001,100000,89,0.06380139,0.678189,0.371347,True,89,0.06380139,0,False,0.1,1.578487,0.002771772271190199,False,0,2,3602.507,,True,0.678189,0.371347,2,2,0.063801394246,applied,0.60422
conv_full_eta1e4,convergence_full,all,0.0001,100000,94,0.06374686,0.680528,0.374827,True,94,0.06374686,0,False,0.1,1.584118,0.002771772271190199,False,0,2,3628.105,,True,0.680528,0.374827,2,2,0.063746856595,applied,0.607107
conv_full_eta1e4,convergence_full,all,0.0001,100000,99,0.06357497,0.677356,0.367921,True,99,0.06357497,0,False,0.1,1.589377,0.002771772271190199,False,0,2,3588.488,,True,0.677356,0.367921,,2,0.063574971554,final_skipped,0.602899
conv_full_eta3e4,convergence_full,all,0.0003,100000,0,0.09352278,0.591144,0.337542,True,0,0.09352278,0,False,1.0,1.0,0.0,False,0,0,3631.174,,True,0.591144,0.337542,69,0,0.093522778359,applied,0.521204
conv_full_eta3e4,convergence_full,all,0.0003,100000,4,0.12772386,0.599128,0.268125,False,0,0.09352278,1,False,0.1,3.841362,0.008315316813570598,False,0,6,3632.583,,False,0.591144,0.337542,10,6,0.127723864336,applied,0.513888
conv_full_eta3e4,convergence_full,all,0.0003,100000,9,0.08910051,0.636992,0.313664,True,9,0.08910051,0,False,0.139189,2.665838,0.0,False,0,0,3608.503,,True,0.636992,0.313664,1,0,0.089100514858,applied,0.555787
conv_full_eta3e4,convergence_full,all,0.0003,100000,14,0.07992749,0.647685,0.325421,True,14,0.07992749,0,False,0.1,1.966719,0.002771772271190199,False,0,2,3660.781,,True,0.647685,0.325421,2,2,0.079927492523,applied,0.567297
conv_full_eta3e4,convergence_full,all,0.0003,100000,19,0.07961152,0.650105,0.331752,True,19,0.07961152,0,False,0.1,1.93887,0.004157658406785299,False,0,3,3690.671,,True,0.650105,0.331752,2,3,0.079611516481,applied,0.570637
conv_full_eta3e4,convergence_full,all,0.0003,100000,24,0.07470697,0.658503,0.339642,True,24,0.07470697,0,False,0.1,1.915027,0.002771772271190199,False,0,2,3634.06,,True,0.658503,0.339642,1,2,0.074706973921,applied,0.580191
conv_full_eta3e4,convergence_full,all,0.0003,100000,29,0.07123149,0.659518,0.344718,True,29,0.07123149,0,False,0.1,1.89564,0.0013858861355950994,False,0,1,3601.681,,True,0.659518,0.344718,3,1,0.071231488375,applied,0.581668
conv_full_eta3e4,convergence_full,all,0.0003,100000,34,0.07119053,0.663485,0.344594,True,34,0.07119053,0,False,0.1,1.882606,0.004157658406785299,False,0,3,3586.352,,True,0.663485,0.344594,2,3,0.071190530751,applied,0.585658
conv_full_eta3e4,convergence_full,all,0.0003,100000,39,0.06927741,0.665728,0.35346,True,39,0.06927741,0,False,0.1,1.862007,0.002771772271190199,False,0,2,3680.943,,True,0.665728,0.35346,3,2,0.069277410439,applied,0.588939
conv_full_eta3e4,convergence_full,all,0.0003,100000,44,0.06906319,0.666442,0.35146,True,44,0.06906319,0,False,0.1,1.85585,0.005543544542380398,False,0,4,3734.496,,True,0.666442,0.35146,2,4,0.069063194436,applied,0.589738
conv_full_eta3e4,convergence_full,all,0.0003,100000,49,0.06765661,0.668256,0.357939,True,49,0.06765661,0,False,0.1,1.873266,0.005543544542380398,False,0,4,3673.433,,True,0.668256,0.357939,4,4,0.067656610094,applied,0.591878
conv_full_eta3e4,convergence_full,all,0.0003,100000,54,0.06733059,0.668014,0.355568,True,54,0.06733059,0,False,0.1,1.908368,0.005543544542380398,False,0,4,3831.251,,True,0.668014,0.355568,4,4,0.067330592606,applied,0.591529
conv_full_eta3e4,convergence_full,all,0.0003,100000,59,0.06695986,0.676423,0.366054,True,59,0.06695986,0,False,0.1,1.947731,0.004157658406785299,False,0,3,3685.834,,True,0.676423,0.366054,6,3,0.066959859321,applied,0.601325
conv_full_eta3e4,convergence_full,all,0.0003,100000,64,0.06536429,0.672338,0.357381,True,64,0.06536429,0,False,0.1,1.972792,0.009701202949165696,False,0,7,3666.688,,True,0.672338,0.357381,5,7,0.065364289349,applied,0.595824
conv_full_eta3e4,convergence_full,all,0.0003,100000,69,0.06491862,0.675291,0.363426,True,69,0.06491862,0,False,0.1,1.993805,0.006929430677975497,False,0,5,3601.906,,True,0.675291,0.363426,6,5,0.064918623818,applied,0.599779
conv_full_eta3e4,convergence_full,all,0.0003,100000,74,0.06600887,0.672065,0.358156,False,69,0.06491862,1,False,0.1,1.99422,0.009701202949165696,False,0,7,3701.343,,False,0.675291,0.363426,4,7,0.066008871623,applied,0.595872
conv_full_eta3e4,convergence_full,all,0.0003,100000,79,0.06384599,0.679951,0.370998,True,79,0.06384599,0,False,0.1,1.998643,0.008315316813570598,False,0,6,3609.428,,True,0.679951,0.370998,6,6,0.063845992229,applied,0.605377
conv_full_eta3e4,convergence_full,all,0.0003,100000,84,0.06415017,0.678241,0.367565,False,79,0.06384599,1,False,0.1,2.006448,0.011087089084760795,False,0,8,3696.721,,False,0.679951,0.370998,5,8,0.064150174539,applied,0.603143
conv_full_eta3e4,convergence_full,all,0.0003,100000,89,0.06421598,0.67759,0.366495,False,79,0.06384599,2,False,0.1,2.012085,0.009701202949165696,False,0,7,3628.844,,False,0.679951,0.370998,5,7,0.064215983136,applied,0.602621
conv_full_eta3e4,convergence_full,all,0.0003,100000,94,0.0645782,0.674809,0.36641,False,79,0.06384599,3,False,0.1,2.015619,0.009701202949165696,False,0,7,3680.78,,False,0.679951,0.370998,6,7,0.064578200315,applied,0.599483
conv_full_eta3e4,convergence_full,all,0.0003,100000,99,0.06348409,0.681488,0.371068,True,99,0.06348409,0,False,0.1,2.019888,0.009701202949165696,False,0,7,3622.639,,True,0.681488,0.371068,,7,0.063484090822,final_skipped,0.606961
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,0,0.09352278,0.591144,0.337542,True,0,0.09352278,0,False,1.0,1.0,0.0,False,0,0,1616.17,,True,0.591144,0.337542,2,0,0.093522778359,applied,0.521204
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,4,0.07828546,0.631242,0.314113,True,4,0.07828546,0,False,0.271468,1.575198,0.0,False,0,0,1660.272,,True,0.631242,0.314113,0,0,0.07828546076,applied,0.550303
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,9,0.07207898,0.647659,0.335511,True,9,0.07207898,0,False,0.236127,1.394332,0.0,False,0,0,1645.947,,True,0.647659,0.335511,0,0,0.072078984643,applied,0.569211
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,14,0.07006996,0.653136,0.339006,True,14,0.07006996,0,False,0.204344,1.400457,0.0,False,0,0,1731.778,,True,0.653136,0.339006,0,0,0.070069963813,applied,0.575087
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,19,0.06897679,0.658799,0.349957,True,19,0.06897679,0,False,0.197555,1.428979,0.0,False,0,0,1710.628,,True,0.658799,0.349957,0,0,0.068976786125,applied,0.582286
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,24,0.067836,0.659921,0.348616,True,24,0.067836,0,False,0.191883,1.468955,0.0,False,0,0,1617.115,,True,0.659921,0.348616,0,0,0.067835997257,applied,0.582986
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,29,0.06721904,0.666105,0.360024,True,29,0.06721904,0,False,0.197418,1.493821,0.0,False,0,0,1605.154,,True,0.666105,0.360024,0,0,0.067219042066,applied,0.590935
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,34,0.06652089,0.668185,0.359071,True,34,0.06652089,0,False,0.20029,1.511849,0.0,False,0,0,1633.685,,True,0.668185,0.359071,0,0,0.066520885162,applied,0.592732
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,39,0.06623962,0.671222,0.365062,True,39,0.06623962,0,False,0.202161,1.528609,0.0,False,0,0,1608.124,,True,0.671222,0.365062,0,0,0.066239620541,applied,0.596598
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,44,0.06598393,0.671999,0.365488,True,44,0.06598393,0,False,0.20383,1.544105,0.0,False,0,0,1677.956,,True,0.671999,0.365488,0,0,0.065983933463,applied,0.597513
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,49,0.06562211,0.674918,0.368813,True,49,0.06562211,0,False,0.188445,1.5582,0.0,False,0,0,1588.257,,True,0.674918,0.368813,0,0,0.065622112955,applied,0.60086
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,54,0.06548145,0.672883,0.363992,True,54,0.06548145,0,False,0.157011,1.570342,0.0,False,0,0,1626.164,,True,0.672883,0.363992,0,0,0.06548145448,applied,0.597951
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,59,0.0651592,0.672648,0.367449,True,59,0.0651592,0,False,0.134225,1.581328,0.0,False,0,0,1626.979,,True,0.672648,0.367449,0,0,0.065159199617,applied,0.598013
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,64,0.06500335,0.676151,0.367991,True,64,0.06500335,0,False,0.116364,1.591859,0.0,False,0,0,1639.407,,True,0.676151,0.367991,0,0,0.06500335069,applied,0.601826
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,69,0.06479958,0.678991,0.374385,True,69,0.06479958,0,False,0.1,1.601347,0.0013858861355950994,False,0,1,1618.872,,True,0.678991,0.374385,1,1,0.064799582723,applied,0.605653
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,74,0.06473604,0.674671,0.367945,True,74,0.06473604,0,False,0.1,1.609779,0.0013858861355950994,False,0,1,1629.03,,True,0.674671,0.367945,1,1,0.064736042724,applied,0.600289
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,79,0.06454504,0.677516,0.36944,True,79,0.06454504,0,False,0.1,1.617932,0.0013858861355950994,False,0,1,1629.913,,True,0.677516,0.36944,1,1,0.064545041623,applied,0.603431
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,84,0.06445261,0.676112,0.371169,True,84,0.06445261,0,False,0.1,1.625831,0.0013858861355950994,False,0,1,1658.677,,True,0.676112,0.371169,1,1,0.064452608477,applied,0.601967
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,89,0.06427773,0.677648,0.368836,True,89,0.06427773,0,False,0.1,1.633499,0.002771772271190199,False,0,2,1626.99,,True,0.677648,0.368836,2,2,0.064277729388,applied,0.603654
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,94,0.06421313,0.679479,0.371913,True,94,0.06421313,0,False,0.1,1.6408,0.002771772271190199,False,0,2,1646.228,,True,0.679479,0.371913,2,2,0.064213125117,applied,0.605592
erase_10pct_eta1e4,loop_erasure_10pct,scale_10pct_seed42,0.0001,100000,99,0.06412951,0.676313,0.369045,True,99,0.06412951,0,False,0.1,1.647139,0.002771772271190199,False,0,2,1634.31,,True,0.676313,0.369045,,2,0.064129512907,final_skipped,0.601925
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,0,0.09352278,0.591144,0.337542,True,0,0.09352278,0,False,1.0,1.0,0.0,False,0,0,4458.629,,True,0.591144,0.337542,77,0,0.093522778359,applied,0.521204
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,4,0.13421653,0.595598,0.264777,False,0,0.09352278,1,False,0.1,3.581935,0.011087089084760795,False,0,8,4387.021,,False,0.591144,0.337542,12,8,0.134216532191,applied,0.510175
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,9,0.08846625,0.636905,0.312246,True,9,0.08846625,0,False,0.1,2.426515,0.004157658406785299,False,0,3,4453.06,,True,0.636905,0.312246,1,3,0.088466247459,applied,0.555671
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,14,0.08500583,0.643647,0.322824,True,14,0.08500583,0,False,0.1,2.034446,0.0013858861355950994,False,0,1,4316.496,,True,0.643647,0.322824,1,1,0.085005834255,applied,0.563022
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,19,0.07807904,0.651861,0.335914,True,19,0.07807904,0,False,0.1,1.9944,0.002771772271190199,False,0,2,4370.363,,True,0.651861,0.335914,2,2,0.078079041444,applied,0.573346
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,24,0.07553983,0.656002,0.339828,True,24,0.07553983,0,False,0.1,1.968063,0.004157658406785299,False,0,3,4341.081,,True,0.656002,0.339828,2,3,0.075539832434,applied,0.57776
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,29,0.07215096,0.659255,0.339967,True,29,0.07215096,0,False,0.1,1.941076,0.004157658406785299,False,0,3,4375.178,,True,0.659255,0.339967,3,3,0.07215096053,applied,0.580774
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,34,0.07247587,0.659094,0.344207,False,29,0.07215096,1,False,0.1,1.913439,0.004157658406785299,False,0,3,4361.667,,False,0.659255,0.339967,3,3,0.072475868492,applied,0.581354
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,39,0.07028334,0.664564,0.34812,True,39,0.07028334,0,False,0.1,1.895765,0.004157658406785299,False,0,3,4322.685,,True,0.664564,0.34812,6,3,0.070283338289,applied,0.586735
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,44,0.06897864,0.670621,0.357529,True,44,0.06897864,0,False,0.1,1.878926,0.006929430677975497,False,0,5,4344.195,,True,0.670621,0.357529,5,5,0.06897864264,applied,0.594409
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,49,0.06814912,0.671724,0.358645,True,49,0.06814912,0,False,0.1,1.910054,0.005543544542380398,False,0,4,4331.591,,True,0.671724,0.358645,4,4,0.068149118451,applied,0.595433
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,54,0.06883695,0.671025,0.357645,False,49,0.06814912,1,False,0.1,1.955247,0.009701202949165696,False,0,7,4344.105,,False,0.671724,0.358645,9,7,0.068836947038,applied,0.595041
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,59,0.06683474,0.673631,0.360869,True,59,0.06683474,0,False,0.1,1.9675,0.011087089084760795,False,0,8,4369.294,,True,0.673631,0.360869,8,8,0.066834738177,applied,0.597903
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,64,0.06672925,0.672664,0.360109,True,64,0.06672925,0,False,0.1,1.976695,0.009701202949165696,False,0,7,4379.034,,True,0.672664,0.360109,11,7,0.066729253238,applied,0.596444
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,69,0.06589251,0.676523,0.36269,True,69,0.06589251,0,False,0.1,1.976225,0.012472975220355896,False,0,9,4454.83,,True,0.676523,0.36269,10,9,0.065892508953,applied,0.600878
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,74,0.06619804,0.675663,0.360753,False,69,0.06589251,1,False,0.1,1.981244,0.016630633627141195,False,0,12,4366.704,,False,0.676523,0.36269,10,12,0.066198041885,applied,0.599841
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,79,0.06584284,0.671542,0.359644,True,79,0.06584284,0,False,0.1,1.991052,0.012472975220355896,False,0,9,4389.617,,True,0.671542,0.359644,11,9,0.065842837299,applied,0.595346
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,84,0.06626263,0.676961,0.363581,False,79,0.06584284,1,False,0.1,1.992264,0.019402405898331393,False,0,14,4383.995,,False,0.671542,0.359644,11,14,0.066262632973,applied,0.601311
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,89,0.06505337,0.675159,0.363163,True,89,0.06505337,0,False,0.1,2.001256,0.020788292033926493,False,0,15,4329.123,,True,0.675159,0.363163,16,15,0.065053373829,applied,0.599327
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,94,0.06549827,0.676324,0.362093,False,89,0.06505337,1,False,0.1,1.998227,0.018016519762736292,False,0,13,4352.718,,False,0.675159,0.363163,14,13,0.065498269398,applied,0.600549
erase_full_eta3e4,loop_erasure_full,all,0.0003,100000,99,0.06486248,0.681446,0.368813,True,99,0.06486248,0,False,0.1,2.007811,0.02356006430511669,False,0,17,4385.106,,True,0.681446,0.368813,,17,0.064862484353,final_skipped,0.606746
