run_id,phase,scale,seed,eta0,lambda,metric_update,train_variant,status,cached,wall_seconds,train_accepted,validation_accepted,best_best_epoch,best_selection_loss,validation_relative_regret,validation_mean_regret,validation_exact_match,validation_edge_f1,validation_edge_jaccard,best_epoch_train_relative_regret,avg_epoch_ms,avg_train_oracle_ms,avg_customization_ms,avg_changed_pct,avg_update_customization_ms,avg_update_changed_pct,relative_regret_gap,mean_regret_gap,best_peak_rss_kib,best_q_p05,best_q_median,best_q_p95,adam_learning_rate,best_best_q_at_max,best_best_q_at_min,best_best_q_max,best_best_q_min,best_best_regularization,best_best_train_regret,best_epoch_changed_pct,best_epoch_count_residual_l1,best_epoch_current_max_quantization_error,best_epoch_customization_ms,best_epoch_train_oracle_ms,best_q_p25,best_q_p75,best_train_regret_improvement_pct,cache_hit_last_invocation,checkpoint_path,config_metric_update,config_run_test,config_selection_metric,config_solver,epochs,epochs_executed,error,log_path,patience,returncode,solver,train_available,train_cyclic,train_inspected,validation_available,validation_cyclic,validation_edge_precision,validation_edge_recall,validation_inspected,validation_samples
legacy_adam_s42,legacy_ablation,1pct,42,1e-5,0,full,scale_1pct_seed42,ok,False,5.243831361999582,6147,15812,19,0.072509785008,0.07250979,482642.360612,0.318682,0.642682,0.563419,0.05256601,204.88739999999999,48.6928,11.27705,40.15778,11.87057894736842,42.271347368421054,0.01994378,139983.25340499997,64556,0.6993358685410391,1.0,1.6787418620799315,3000,16,1337,65.197107,1.8e-05,0.0,342659.107207,0.0,51917,0.0,0.0,50.803,1.0,1.025269635217641,42.48,True,/tmp/edge-weight-scale-study/runs/legacy_ablation/legacy_adam_s42/model_checkpoint.json,Full,false,RelativeRegret,LegacyAdamShock,20,20,,/tmp/edge-weight-scale-study/runs/legacy_ablation/legacy_adam_s42/model_training.log,5,0,adam-shock,7857,1710,7857,20000,4188,0.652679,0.640349,20000,15812
top_e1m4_l1e5_s43,multiseed_1pct,1pct,43,1e-4,1e5,full,scale_1pct_seed43,ok,False,6.337055347000387,6243,15812,18,0.071733746853,0.07173375,447241.996838,0.327536,0.646508,0.56739,0.06098391,251.92964999999998,65.328,13.1638,31.404445,13.856631578947368,33.05731052631579,0.010749839999999997,72655.27891400002,62964,0.9447748670339092,1.0,1.0280450501477445,,0,0,1.447006,0.103105,86.506522,374586.717924,31.4056,63669,0.49998,16.375,62.664,1.0,1.0,41.981,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e5_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e5_s43/model_training.log,5,0,,7857,1614,7857,20000,4188,0.658128,0.643344,20000,15812
top_e1m4_l1e5_s44,multiseed_1pct,1pct,44,1e-4,1e5,full,scale_1pct_seed44,ok,False,6.308812110999497,6234,15812,18,0.072843642487,0.07284364,455673.929357,0.329117,0.643204,0.564136,0.06118812,254.4133,66.2875,13.6114,31.177305,14.327789473684211,32.81821578947368,0.011655520000000003,78387.84321600001,63068,0.9464742213416293,1.0,1.0271750941749267,,0,1,1.501705,0.1,79.989445,377286.086141,31.0217,61276,0.5,14.018,60.12,1.0,1.0,39.693,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e5_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e5_s44/model_training.log,5,0,,7857,1623,7857,20000,4188,0.655286,0.63969,20000,15812
top_e1m4_l1e7_s43,multiseed_1pct,1pct,43,1e-4,1e7,full,scale_1pct_seed43,ok,False,6.363979314999597,6243,15812,18,0.071755767122,0.07175577,448782.332848,0.332216,0.647048,0.56894,0.06137367,252.32835,66.30195,14.74135,36.765135,15.51721052631579,38.700142105263154,0.010382099999999998,70467.12397399999,62996,0.9469490836910881,1.0,1.026971362532253,,0,0,1.424081,0.106733,8046.886757,378315.208874,38.4043,61800,0.499999,14.696,65.728,1.0,1.0,41.403,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e7_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e7_s43/model_training.log,5,0,,7857,1614,7857,20000,4188,0.659108,0.643163,20000,15812
top_e1m4_l1e7_s44,multiseed_1pct,1pct,44,1e-4,1e7,full,scale_1pct_seed44,ok,False,6.3048336860001655,6234,15812,19,0.072979548835,0.07297955,457850.307931,0.320579,0.637207,0.55705,0.06132406,252.8364,66.25525,13.1835,36.60958,13.877368421052632,38.5364,0.011655490000000004,78668.38653200003,62176,0.9474211129564051,1.0,1.026397288213764,,0,0,1.491563,0.109782,7628.323965,379181.921399,0.0,64601,0.499974,0.0,67.058,1.0,1.0,39.39,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e7_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e1m4_l1e7_s44/model_training.log,5,0,,7857,1623,7857,20000,4188,0.653464,0.629748,20000,15812
top_e3m5_l1e5_s43,multiseed_1pct,1pct,43,3e-5,1e5,full,scale_1pct_seed43,ok,False,6.529826142999809,6243,15812,19,0.07496345967,0.07496346,488734.439223,0.332532,0.63601,0.558469,0.06909948,259.97795,68.3782,13.5614,30.345370000000003,14.275157894736843,31.942494736842107,0.005863979999999991,42794.12767400005,63048,0.9786491494140427,1.0,1.0138601920658115,,0,0,1.247786,0.352316,23.292837,445940.311549,0.0,66092,0.499986,0.0,68.488,1.0,1.0,30.929,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e3m5_l1e5_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e3m5_l1e5_s43/model_training.log,5,0,,7857,1614,7857,20000,4188,0.650233,0.629772,20000,15812
top_e3m5_l1e5_s44,multiseed_1pct,1pct,44,3e-5,1e5,full,scale_1pct_seed44,ok,False,6.3966711339999165,6234,15812,19,0.075638547552,0.07563855,494512.334556,0.329813,0.632299,0.554619,0.0683049,255.68559999999997,66.2987,13.8813,30.238580000000002,14.611894736842103,31.83008421052632,0.007333649999999997,53051.60452699999,63036,0.9789974117153922,1.0,1.0135712574308233,,0,0,1.269798,0.318215,21.411565,441460.730029,0.0,66555,0.499992,0.0,68.965,1.0,1.0,29.435,True,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e3m5_l1e5_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/multiseed_1pct/top_e3m5_l1e5_s44/model_training.log,5,0,,7857,1623,7857,20000,4188,0.645477,0.627225,20000,15812
scale_10pct_e1m4_l1e5_s42,scale_curve,10pct,42,1e-4,1e5,full,scale_10pct_seed42,ok,False,17.62261852499978,62348,15812,19,0.069010119887,0.06901012,431457.798002,0.348722,0.657352,0.580407,0.06609877,804.0466,609.67145,14.20745,49.349045000000004,14.95521052631579,51.94636315789474,0.002911349999999993,22365.96527300001,156156,0.9520641985555849,1.0,1.0209836751236325,,0,0,1.411651,0.197645,69.381769,409091.832729,0.0,564543,0.499995,0.0,624.486,0.9984867323334227,1.0004145194792375,34.487,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s42/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s42/model_training.log,5,0,,78570,16222,78570,20000,4188,0.670086,0.653093,20000,15812
scale_10pct_e1m4_l1e5_s43,scale_curve,10pct,43,1e-4,1e5,full,scale_10pct_seed43,ok,False,17.838835274000303,62427,15812,19,0.0688849175,0.06888492,430847.190172,0.348975,0.659404,0.582627,0.06532234,813.0091,619.9278,13.9358,49.44378,14.669263157894738,52.04608421052632,0.0035625799999999958,24817.098192999954,154160,0.9519581705579576,1.0,1.0211444372738696,,0,0,1.440713,0.16856,69.38422,406030.091979,0.0,544744,0.49999,0.0,621.285,0.998516556311527,1.0004430601771197,34.912,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s43/model_training.log,5,0,,78570,16143,78570,20000,4188,0.67309,0.654003,20000,15812
scale_10pct_e1m4_l1e5_s44,scale_curve,10pct,44,1e-4,1e5,full,scale_10pct_seed44,ok,False,17.72941019999962,62083,15812,19,0.068714339554,0.06871434,429398.784784,0.350493,0.658952,0.582442,0.06585097,804.8202,612.44285,13.8903,48.96523,14.621368421052631,51.54234736842105,0.002863370000000004,20321.52163600002,155960,0.9515983183928467,1.0,1.0205592115420046,,0,0,1.472814,0.187616,69.336344,409077.263148,0.0,550362,0.499997,0.0,615.779,0.9985640327092355,1.0004366240972045,34.531,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e5_s44/model_training.log,5,0,,78570,16487,78570,20000,4188,0.671448,0.654633,20000,15812
scale_10pct_e1m4_l1e7_s42,scale_curve,10pct,42,1e-4,1e7,full,scale_10pct_seed42,ok,False,17.529662102000657,62348,15812,19,0.069159895187,0.0691599,433775.265621,0.349165,0.656832,0.580026,0.06619894,800.50335,603.29295,13.923449999999999,50.93242,14.656263157894736,53.613073684210526,0.0029609599999999986,22737.345575000043,156752,0.9538442242744296,1.0,1.0201986786374615,,0,0,1.396474,0.231412,6454.856747,411037.920046,0.0,552429,0.499993,0.0,616.245,0.9985509671086986,1.0003902334169126,34.175,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s42/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s42/model_training.log,5,0,,78570,16222,78570,20000,4188,0.670884,0.651187,20000,15812
scale_10pct_e1m4_l1e7_s43,scale_curve,10pct,43,1e-4,1e7,full,scale_10pct_seed43,ok,False,17.655683427999975,62427,15812,18,0.069002215787,0.06900222,433525.646408,0.351568,0.659069,0.582642,0.06558164,806.60405,613.3417000000001,13.160150000000002,51.083614999999995,13.852789473684211,53.772226315789474,0.0034205800000000064,24083.919398999948,154132,0.9548027967103331,1.0,1.0201600208508708,,0,0,1.416487,0.192902,6298.680917,409441.727009,52.5126,548782,0.499995,14.935,614.711,0.9986502315256052,1.0004189438657454,34.366,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s43/model_training.log,5,0,,78570,16143,78570,20000,4188,0.672475,0.654134,20000,15812
scale_10pct_e1m4_l1e7_s44,scale_curve,10pct,44,1e-4,1e7,full,scale_10pct_seed44,ok,False,17.768828061000022,62083,15812,18,0.069023212584,0.06902321,433724.14451,0.347964,0.659416,0.582777,0.06620054,809.55985,617.691,13.99445,50.634795,14.731,53.29978421052631,0.0028226699999999993,20187.444334,154532,0.954689821536225,1.0,1.019624125836945,,0,0,1.425178,0.206704,6263.097544,413536.700176,52.0594,539121,0.499996,16.866,618.606,0.9986976718878421,1.000413896535879,33.817,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_10pct_e1m4_l1e7_s44/model_training.log,5,0,,78570,16487,78570,20000,4188,0.671518,0.655452,20000,15812
scale_5pct_e1m4_l1e5_s42,scale_curve,5pct,42,1e-4,1e5,full,scale_5pct_seed42,ok,False,11.34301939099987,31167,15812,18,0.069605679912,0.06960568,435009.232671,0.34594,0.655081,0.57782,0.06525695,498.6238,310.31495,13.928999999999998,44.438645,14.662105263157894,46.777521052631585,0.004348730000000009,31264.72842,94104,0.9520107565161315,1.0,1.0217857697504558,,0,0,1.419653,0.133401,68.821384,403744.504251,45.3282,287355,0.499991,13.139,311.354,0.9990167841971249,1.0002481250473503,35.046,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s42/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s42/model_training.log,5,0,,39285,8118,39285,20000,4188,0.668454,0.650147,20000,15812
scale_5pct_e1m4_l1e5_s43,scale_curve,5pct,43,1e-4,1e5,full,scale_5pct_seed43,ok,False,11.473008141999344,31201,15812,19,0.068900753702,0.06890075,430345.519479,0.345813,0.65695,0.57988,0.06369198,504.24449999999996,314.1925,14.062299999999999,44.673215,14.802421052631578,47.02443684210526,0.0052087700000000015,34494.53361300001,93744,0.9514545359485655,1.0,1.0223312729409655,,0,0,1.441156,0.135521,70.985182,395850.985866,0.0,279607,0.499992,0.0,322.626,0.9988753687946902,1.0002093423327412,36.326,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s43/model_training.log,5,0,,39285,8084,39285,20000,4188,0.672188,0.649903,20000,15812
scale_5pct_e1m4_l1e5_s44,scale_curve,5pct,44,1e-4,1e5,full,scale_5pct_seed44,ok,False,11.40503327100032,31072,15812,19,0.06935686226,0.06935686,433445.951366,0.349355,0.659462,0.582662,0.06543724,503.241,313.95685,13.59535,44.311685,14.310894736842105,46.64387894736842,0.0039196200000000125,27918.257235999976,94036,0.950258772369613,1.0,1.022036344025623,,0,0,1.453762,0.173956,71.087942,405527.69413,0.0,280307,0.499975,0.0,303.331,0.9990015117313136,1.0002697426138774,35.111,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e5_s44/model_training.log,5,0,,39285,8213,39285,20000,4188,0.673472,0.653753,20000,15812
scale_5pct_e1m4_l1e7_s42,scale_curve,5pct,42,1e-4,1e7,full,scale_5pct_seed42,ok,False,11.44384374800029,31167,15812,18,0.069665982851,0.06966598,436981.94131,0.347331,0.655008,0.578346,0.06541199,503.34405,311.3757,13.64355,47.094415,14.361631578947367,49.57306842105263,0.004253989999999999,30806.802413000027,94140,0.9540298418545842,1.0,1.020979506000654,,0,0,1.40481,0.158144,6418.818068,406175.138897,48.7291,280621,0.499997,12.135,308.413,0.9990612686551663,1.0002402482208441,34.654,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s42/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s42/model_training.log,5,0,,39285,8118,39285,20000,4188,0.667527,0.65077,20000,15812
scale_5pct_e1m4_l1e7_s43,scale_curve,5pct,43,1e-4,1e7,full,scale_5pct_seed43,ok,False,11.408901420999428,31201,15812,19,0.069554499144,0.0695545,435953.111877,0.347331,0.656224,0.579444,0.06427949,502.82915,313.6988,13.8716,47.090334999999996,14.601684210526317,49.56877368421053,0.0052750100000000105,35035.678013,93852,0.953342896996027,1.0,1.0214136696654426,,0,0,1.422434,0.158459,6604.82979,400917.433864,0.0,278635,0.499994,0.0,324.926,0.998933658234267,1.000197060006072,35.511,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s43/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s43/model_training.log,5,0,,39285,8084,39285,20000,4188,0.671158,0.649601,20000,15812
scale_5pct_e1m4_l1e7_s44,scale_curve,5pct,44,1e-4,1e7,full,scale_5pct_seed44,ok,False,11.416138687999592,31072,15812,18,0.069637722431,0.06963772,437262.46705,0.346003,0.655292,0.57792,0.06578523,503.73474999999996,316.50505,13.978950000000001,47.01272,14.714684210526316,49.48707368421053,0.00385249,27597.211160000006,94032,0.9535688634220736,1.0,1.020947906988321,,0,0,1.424105,0.211749,6445.554126,409665.25589,48.5961,297772,0.499976,12.838,306.922,0.9990987154872045,1.0002637680819797,34.449,True,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s44/model_checkpoint.json,Full,false,RelativeRegret,ProjectedSubgradient,20,20,,/tmp/edge-weight-scale-study/runs/scale_curve/scale_5pct_e1m4_l1e7_s44/model_training.log,5,0,,39285,8213,39285,20000,4188,0.668314,0.650605,20000,15812
